Memory		Disk		CPU
total used free shared buff/cache available Mem: 990 332 222 2 435 498 Swap: 0 0 0
Filesystem Size Used Avail Use% Mounted on udev 488M 0 488M 0% /dev tmpfs 100M 3.0M 97M 3% /run /dev/xvda1 7.7G 2.0G 5.7G 27% / tmpfs 496M 0 496M 0% /dev/shm tmpfs 5.0M 0 5.0M 0% /run/lock tmpfs 496M 0 496M 0% /sys/fs/cgroup tmpfs 100M 0 100M 0% /run/user/1000
37.17%		27%		0.70%		
37.07%		27%		0.70%		
37.07%		27%		0.70%		
37.07%		27%		0.70%		
37.07%		27%		0.70%		
37.07%		27%		0.70%		
37.07%		27%		0.70%		
37.07%		27%		0.70%		
37.17%		27%		0.70%		
37.07%		27%		0.70%		
37.07%		27%		0.70%		
37.17%		27%		0.70%		
37.07%		27%		0.64%		
37.17%		27%		0.64%		
37.07%		27%		0.64%		
37.07%		27%		0.64%		
37.37%		27%		0.64%		
37.27%		27%		0.64%		
37.37%		27%		0.64%		
37.27%		27%		0.64%		
37.37%		27%		0.64%		
37.37%		27%		0.64%		
37.37%		27%		0.64%		
37.27%		27%		0.64%		
37.27%		27%		0.64%		
37.37%		27%		0.64%		
37.37%		27%		0.59%		
37.37%		27%		0.59%		
37.37%		27%		0.59%		
37.27%		27%		0.59%		
37.37%		27%		0.59%		
37.37%		27%		0.59%		
37.37%		27%		0.59%		
37.37%		27%		0.59%		
37.27%		27%		0.59%		
37.27%		27%		0.59%		
37.37%		27%		0.59%		
37.37%		27%		0.59%		
37.37%		27%		0.59%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.27%		27%		0.54%		
37.27%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.27%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.50%		
37.37%		27%		0.54%		
37.37%		27%		0.54%		
37.58%		27%		0.54%		
37.47%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.54%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.47%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.50%		
37.58%		27%		0.46%		
37.58%		27%		0.46%		
37.58%		27%		0.46%		
37.58%		27%		0.46%		
37.58%		27%		0.46%		
37.58%		27%		0.46%		
37.68%		27%		0.46%		
37.78%		27%		0.46%		
37.78%		27%		0.46%		
37.78%		27%		0.46%		
37.78%		27%		0.46%		
37.78%		27%		0.46%		
37.78%		27%		0.46%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.42%		
37.78%		27%		0.47%		
37.78%		27%		0.47%		
37.78%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.47%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.43%		
37.98%		27%		0.39%		
37.98%		27%		0.39%		
37.98%		27%		0.39%		
37.98%		27%		0.39%		
37.98%		27%		0.39%		
37.98%		27%		0.39%		
37.98%		27%		0.39%		
38.18%		27%		0.39%		
38.18%		27%		0.39%		
38.18%		27%		0.39%		
38.18%		27%		0.39%		
38.18%		27%		0.39%		
38.18%		27%		0.39%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.44%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.41%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.46%		
38.18%		27%		0.42%		
38.18%		27%		0.42%		
38.18%		27%		0.42%		
38.18%		27%		0.42%		
38.18%		27%		0.42%		
38.18%		27%		0.42%		
38.38%		27%		0.42%		
38.38%		27%		0.42%		
38.38%		27%		0.42%		
38.28%		27%		0.42%		
38.28%		27%		0.42%		
38.28%		27%		0.42%		
38.28%		27%		0.42%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.39%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.28%		27%		0.43%		
38.48%		27%		0.43%		
38.59%		27%		0.43%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.48%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.44%		
38.59%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.41%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.79%		27%		0.37%		
38.99%		27%		0.37%		
38.99%		27%		0.37%		
38.99%		27%		0.37%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.42%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.47%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
38.99%		27%		0.51%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.47%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.43%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.40%		
39.19%		27%		0.45%		
39.19%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.45%		
39.39%		27%		0.41%		
39.39%		27%		0.41%		
39.39%		27%		0.41%		
39.39%		27%		0.41%		
39.39%		27%		0.41%		
39.39%		27%		0.41%		
39.39%		27%		0.41%		
39.39%		27%		0.41%		
39.49%		27%		0.41%		
39.49%		27%		0.41%		
39.49%		27%		0.41%		
39.49%		27%		0.41%		
39.39%		27%		0.41%		
39.39%		27%		0.38%		
39.39%		27%		0.38%		
39.39%		27%		0.38%		
39.39%		27%		0.38%		
39.39%		27%		0.38%		
39.39%		27%		0.38%		
39.39%		27%		0.38%		
39.60%		27%		0.38%		
39.60%		27%		0.38%		
39.60%		27%		0.38%		
39.60%		27%		0.38%		
39.60%		27%		0.38%		
39.60%		27%		0.38%		
39.80%		27%		0.38%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.43%		
39.80%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.52%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.00%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.52%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.47%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.44%		
40.20%		27%		0.48%		
40.20%		27%		0.48%		
40.20%		27%		0.48%		
40.20%		27%		0.48%		
40.20%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.48%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.76%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.40%		27%		0.70%		
40.61%		27%		0.70%		
40.61%		27%		0.70%		
40.61%		27%		0.70%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
40.61%		27%		0.73%		
